Round,Route,Cost,Trpf,SelfishAgentCount,TrpfAgentCount
338.0,1.0,59.2,-5.471111111111111,5.0,88.0
338.0,2.0,49.1,-4.13915321177891,0.0,99.0
339.0,0.0,50.0,-6.0,7.0,0.0
339.0,1.0,59.3,-5.8711111111111105,5.0,67.0
339.0,2.0,51.400000000000006,-3.73915321177891,1.0,120.0
340.0,0.0,50.0,-6.0,7.0,0.0
340.0,1.0,59.3,-6.0,5.0,50.0
340.0,2.0,53.099999999999994,-3.552280624906323,1.0,137.0
341.0,0.0,50.0,-6.0,6.0,0.0
341.0,1.0,59.400000000000006,-5.8244897959183675,5.0,38.0
341.0,2.0,54.5,-3.7266395992652974,2.0,149.0
342.0,0.0,50.0,-6.0,5.0,0.0
342.0,1.0,59.5,-5.424489795918367,6.0,32.0
342.0,2.0,55.2,-4.566200038825737,2.0,155.0
343.0,0.0,50.0,-6.0,6.0,0.0
343.0,1.0,59.400000000000006,-5.024489795918368,6.0,27.0
343.0,2.0,55.5,-5.413127413127413,1.0,160.0
344.0,0.0,50.0,-6.0,7.0,0.0
344.0,1.0,59.3,-4.876175189176794,5.0,51.0
344.0,2.0,53.0,-5.813127413127413,1.0,136.0
345.0,0.0,50.0,-6.0,8.0,0.0
345.0,1.0,59.2,-4.876175189176794,4.0,79.0
345.0,2.0,50.1,-5.822764227642276,1.0,108.0
346.0,0.0,50.0,-6.0,10.0,0.0
346.0,1.0,59.0,-5.051685393258427,2.0,104.0
346.0,2.0,47.4,-4.987531067020514,1.0,83.0
347.0,0.0,50.0,-6.0,12.0,0.0
347.0,1.0,58.8,-5.451685393258427,1.0,85.0
347.0,2.0,49.0,-4.135918163794708,0.0,102.0
348.0,0.0,50.0,-6.0,12.0,0.0
348.0,1.0,58.8,-5.8516853932584265,1.0,72.0
348.0,2.0,50.3,-3.7359181637947083,0.0,115.0
349.0,0.0,50.0,-6.0,12.0,0.0
349.0,1.0,58.8,-6.0,1.0,58.0
349.0,2.0,51.7,-3.5473935736307736,0.0,129.0
350.0,0.0,50.0,-6.0,12.0,0.0
350.0,1.0,58.8,-5.8269230769230775,1.0,44.0
350.0,2.0,53.099999999999994,-3.7246293459884976,0.0,143.0
351.0,0.0,50.0,-6.0,12.0,0.0
351.0,1.0,58.8,-5.426923076923077,1.0,38.0
351.0,2.0,53.7,-4.559862506610259,0.0,149.0
352.0,0.0,50.0,-6.0,12.0,0.0
352.0,1.0,58.8,-5.026923076923078,1.0,30.0
352.0,2.0,54.5,-5.411475409836066,0.0,157.0
353.0,0.0,50.0,-6.0,12.0,0.0
353.0,1.0,58.8,-4.881040723981901,1.0,53.0
353.0,2.0,52.2,-5.811475409836065,0.0,134.0
354.0,0.0,50.0,-6.0,9.0,0.0
354.0,1.0,59.1,-4.881040723981901,4.0,84.0
354.0,2.0,49.400000000000006,-5.826160337552743,0.0,103.0
355.0,0.0,50.0,-6.0,8.0,0.0
355.0,1.0,59.2,-5.054117647058823,4.0,102.0
355.0,2.0,47.800000000000004,-5.244149755542161,1.0,85.0
356.0,0.0,50.0,-6.0,9.0,0.0
356.0,1.0,59.1,-5.4541176470588235,3.0,120.0
356.0,2.0,45.900000000000006,-4.179214690607095,1.0,67.0
357.0,0.0,50.0,-6.0,10.0,0.0
357.0,1.0,59.0,-5.854117647058823,2.0,94.0
357.0,2.0,48.4,-3.127362838755244,1.0,93.0
358.0,0.0,50.0,-6.0,12.0,0.0
358.0,1.0,58.8,-6.0,1.0,76.0
358.0,2.0,49.900000000000006,-2.5439482046089026,0.0,111.0
359.0,0.0,50.0,-6.0,11.0,0.0
359.0,1.0,58.900000000000006,-6.0,0.0,63.0
359.0,2.0,51.5,-2.530446094904261,2.0,124.0
360.0,0.0,50.0,-6.0,11.0,0.0
360.0,1.0,58.900000000000006,-5.827027027027027,0.0,48.0
360.0,2.0,53.0,-3.112456676914843,2.0,139.0
361.0,0.0,50.0,-6.0,12.0,0.0
361.0,1.0,58.8,-5.4270270270270276,0.0,39.0
361.0,2.0,53.7,-4.177391741849908,1.0,148.0
362.0,0.0,50.0,-6.0,12.0,0.0
362.0,1.0,58.8,-5.027027027027027,0.0,34.0
362.0,2.0,54.2,-5.22924359370176,1.0,153.0
363.0,0.0,50.0,-6.0,12.0,0.0
363.0,1.0,58.8,-4.885360360360361,0.0,62.0
363.0,2.0,51.400000000000006,-5.812658227848101,1.0,125.0
364.0,0.0,50.0,-6.0,12.0,0.0
364.0,1.0,58.8,-4.885360360360361,0.0,90.0
364.0,2.0,48.6,-5.825,1.0,97.0
365.0,0.0,50.0,-6.0,12.0,0.0
365.0,1.0,58.8,-5.058333333333334,0.0,110.0
365.0,2.0,46.6,-4.981818181818182,1.0,77.0
366.0,0.0,50.0,-6.0,13.0,0.0
366.0,1.0,58.7,-5.458333333333334,0.0,85.0
366.0,2.0,48.900000000000006,-4.148484848484848,0.0,102.0
367.0,0.0,50.0,-6.0,13.0,0.0
367.0,1.0,58.7,-5.858333333333333,0.0,70.0
367.0,2.0,50.400000000000006,-3.7484848484848485,0.0,117.0
368.0,0.0,50.0,-6.0,13.0,0.0
368.0,1.0,58.7,-6.0,0.0,55.0
368.0,2.0,51.900000000000006,-3.5605330412559324,0.0,132.0
369.0,0.0,50.0,-6.0,13.0,0.0
369.0,1.0,58.7,-5.822222222222222,0.0,44.0
369.0,2.0,53.0,-3.7355330412559327,0.0,143.0
370.0,0.0,50.0,-6.0,11.0,0.0
370.0,1.0,58.900000000000006,-5.4222222222222225,1.0,35.0
370.0,2.0,54.2,-4.578714859437751,1.0,152.0
371.0,0.0,50.0,-6.0,12.0,0.0
371.0,1.0,58.8,-5.022222222222222,1.0,26.0
371.0,2.0,54.900000000000006,-5.412048192771084,0.0,161.0
372.0,0.0,50.0,-6.0,12.0,0.0
372.0,1.0,58.8,-4.902222222222223,1.0,62.0
372.0,2.0,51.3,-5.812048192771084,0.0,125.0
373.0,0.0,50.0,-6.0,12.0,0.0
373.0,1.0,58.8,-4.902222222222223,1.0,89.0
373.0,2.0,48.6,-5.824215246636771,0.0,98.0
374.0,0.0,50.0,-6.0,11.0,0.0
374.0,1.0,58.900000000000006,-5.08,2.0,107.0
374.0,2.0,46.900000000000006,-4.9747770443895805,0.0,80.0
375.0,0.0,50.0,-6.0,10.0,0.0
375.0,1.0,59.0,-5.4799999999999995,2.0,90.0
375.0,2.0,48.8,-4.125338842142389,1.0,97.0
376.0,0.0,50.0,-6.0,11.0,0.0
376.0,1.0,58.900000000000006,-5.88,1.0,72.0
376.0,2.0,50.5,-3.7253388421423894,1.0,115.0
377.0,0.0,50.0,-6.0,13.0,0.0
377.0,1.0,58.7,-6.0,0.0,57.0
377.0,2.0,51.7,-3.536720955963527,0.0,130.0
378.0,0.0,50.0,-6.0,13.0,0.0
378.0,1.0,58.7,-5.83030303030303,0.0,42.0
378.0,2.0,53.2,-3.7125057093267557,0.0,145.0
379.0,0.0,50.0,-6.0,12.0,0.0
379.0,1.0,58.8,-5.430303030303031,1.0,33.0
379.0,2.0,54.2,-4.561943911573946,0.0,154.0
380.0,0.0,50.0,-6.0,12.0,0.0
380.0,1.0,58.8,-5.03030303030303,1.0,23.0
380.0,2.0,55.2,-5.411382113821138,0.0,164.0
381.0,0.0,50.0,-6.0,11.0,0.0
381.0,1.0,58.900000000000006,-4.919958202716823,1.0,62.0
381.0,2.0,51.5,-5.8113821138211375,1.0,125.0
382.0,0.0,50.0,-6.0,11.0,0.0
382.0,1.0,58.900000000000006,-4.919958202716823,1.0,92.0
382.0,2.0,48.5,-5.827027027027027,1.0,95.0
383.0,0.0,50.0,-6.0,11.0,0.0
383.0,1.0,58.900000000000006,-5.089655172413793,1.0,109.0
383.0,2.0,46.8,-4.9755984555984565,1.0,78.0
384.0,0.0,50.0,-6.0,9.0,0.0
384.0,1.0,59.1,-5.4896551724137925,3.0,85.0
384.0,2.0,49.400000000000006,-4.141532521532522,1.0,102.0
385.0,0.0,50.0,-6.0,11.0,0.0
385.0,1.0,58.900000000000006,-5.889655172413793,2.0,68.0
385.0,2.0,50.8,-3.741532521532521,0.0,119.0
386.0,0.0,50.0,-6.0,10.0,0.0
386.0,1.0,59.0,-6.0,3.0,55.0
386.0,2.0,52.2,-3.5518910872695733,0.0,132.0
387.0,0.0,50.0,-6.0,11.0,0.0
387.0,1.0,58.900000000000006,-5.8297029702970296,2.0,41.0
387.0,2.0,53.5,-3.7248640602425462,0.0,146.0
388.0,0.0,50.0,-6.0,11.0,0.0
388.0,1.0,58.900000000000006,-5.42970297029703,2.0,32.0
388.0,2.0,54.400000000000006,-4.576292631671118,0.0,155.0
389.0,0.0,50.0,-6.0,12.0,0.0
389.0,1.0,58.8,-5.02970297029703,1.0,25.0
389.0,2.0,55.0,-5.410358565737051,0.0,162.0
390.0,0.0,50.0,-6.0,12.0,0.0
390.0,1.0,58.8,-4.905893446487506,1.0,57.0
390.0,2.0,51.8,-5.810358565737052,0.0,130.0
391.0,0.0,50.0,-6.0,13.0,0.0
391.0,1.0,58.7,-4.905893446487506,0.0,80.0
391.0,2.0,49.400000000000006,-5.819409282700422,0.0,107.0
392.0,0.0,50.0,-6.0,13.0,0.0
392.0,1.0,58.7,-5.076190476190476,0.0,99.0
392.0,2.0,47.5,-5.2388964621876015,0.0,88.0
393.0,0.0,50.0,-6.0,13.0,0.0
393.0,1.0,58.7,-5.476190476190476,0.0,121.0
393.0,2.0,45.3,-4.181753605044745,0.0,66.0
394.0,0.0,50.0,-6.0,13.0,0.0
394.0,1.0,58.7,-5.876190476190476,0.0,92.0
394.0,2.0,48.2,-3.371815716845986,0.0,95.0
395.0,0.0,50.0,-6.0,13.0,0.0
395.0,1.0,58.7,-6.0,0.0,73.0
395.0,2.0,50.099999999999994,-2.971815716845986,0.0,114.0
396.0,0.0,50.0,-6.0,13.0,0.0
396.0,1.0,58.7,-6.0,0.0,56.0
396.0,2.0,51.8,-2.9662839851659726,0.0,131.0
397.0,0.0,50.0,-6.0,13.0,0.0
397.0,1.0,58.7,-6.0,0.0,50.0
397.0,2.0,52.400000000000006,-3.546796805678793,0.0,137.0
398.0,0.0,50.0,-6.0,13.0,0.0
398.0,1.0,58.7,-5.822222222222222,0.0,40.0
398.0,2.0,53.400000000000006,-4.6039396628216505,0.0,147.0
399.0,0.0,50.0,-6.0,13.0,0.0
399.0,1.0,58.7,-5.4222222222222225,0.0,34.0
399.0,2.0,54.0,-5.413877551020408,0.0,153.0
400.0,0.0,50.0,-6.0,13.0,0.0
400.0,1.0,58.7,-5.022222222222222,0.0,25.0
400.0,2.0,54.900000000000006,-5.813877551020409,0.0,162.0
401.0,0.0,50.0,-6.0,13.0,0.0
401.0,1.0,58.7,-4.9031746031746035,0.0,59.0
401.0,2.0,51.5,-6.0,0.0,128.0
402.0,0.0,50.0,-6.0,13.0,0.0
402.0,1.0,58.7,-4.9031746031746035,0.0,84.0
402.0,2.0,49.0,-5.821645021645021,0.0,103.0
403.0,0.0,50.0,-6.0,13.0,0.0
403.0,1.0,58.7,-5.080952380952381,0.0,100.0
403.0,2.0,47.400000000000006,-5.238487126908179,0.0,87.0
404.0,0.0,50.0,-6.0,12.0,0.0
404.0,1.0,58.8,-5.480952380952381,1.0,114.0
404.0,2.0,46.1,-4.16473712690818,0.0,73.0
405.0,0.0,50.0,-6.0,11.0,0.0
405.0,1.0,58.900000000000006,-5.880952380952381,2.0,87.0
405.0,2.0,48.900000000000006,-3.3427718089891045,0.0,100.0
406.0,0.0,50.0,-6.0,11.0,0.0
406.0,1.0,58.900000000000006,-6.0,2.0,73.0
406.0,2.0,50.3,-2.9427718089891046,0.0,114.0
407.0,0.0,50.0,-6.0,11.0,0.0
407.0,1.0,58.900000000000006,-6.0,2.0,56.0
407.0,2.0,52.0,-2.935004338364491,0.0,131.0
408.0,0.0,50.0,-6.0,12.0,0.0
408.0,1.0,58.8,-5.820952380952381,1.0,46.0
408.0,2.0,52.900000000000006,-3.518162233101333,0.0,141.0
409.0,0.0,50.0,-6.0,12.0,0.0
409.0,1.0,58.8,-5.4209523809523805,1.0,38.0
409.0,2.0,53.7,-4.591912233101334,0.0,149.0
410.0,0.0,50.0,-6.0,11.0,0.0
410.0,1.0,58.900000000000006,-5.020952380952381,1.0,28.0
410.0,2.0,54.900000000000006,-5.413877551020408,1.0,159.0
411.0,0.0,50.0,-6.0,12.0,0.0
411.0,1.0,58.8,-4.889134199134199,0.0,59.0
411.0,2.0,51.7,-5.813877551020409,1.0,128.0
412.0,0.0,50.0,-6.0,11.0,0.0
412.0,1.0,58.900000000000006,-4.889134199134199,1.0,86.0
412.0,2.0,49.10000000000001,-5.823376623376623,1.0,101.0
413.0,0.0,50.0,-6.0,12.0,0.0
413.0,1.0,58.8,-5.068181818181818,0.0,114.0
413.0,2.0,46.2,-5.0029220779220775,1.0,73.0
414.0,0.0,50.0,-6.0,13.0,0.0
414.0,1.0,58.7,-5.468181818181818,0.0,85.0
414.0,2.0,48.900000000000006,-4.182467532467532,0.0,102.0
415.0,0.0,50.0,-6.0,13.0,0.0
415.0,1.0,58.7,-5.868181818181818,0.0,66.0
415.0,2.0,50.8,-3.7824675324675328,0.0,121.0
416.0,0.0,50.0,-6.0,13.0,0.0
416.0,1.0,58.7,-5.831578947368421,0.0,48.0
416.0,2.0,52.599999999999994,-3.5963136863136866,0.0,139.0
417.0,0.0,50.0,-6.0,13.0,0.0
417.0,1.0,58.7,-5.431578947368421,0.0,41.0
417.0,2.0,53.3,-3.772937062937063,0.0,146.0
418.0,0.0,50.0,-6.0,12.0,0.0
418.0,1.0,58.8,-5.031578947368422,1.0,35.0
418.0,2.0,54.0,-4.593391608391609,0.0,152.0
419.0,0.0,50.0,-6.0,12.0,0.0
419.0,1.0,58.8,-4.631578947368421,1.0,31.0
419.0,2.0,54.400000000000006,-5.413846153846154,0.0,156.0
420.0,0.0,50.0,-6.0,12.0,0.0
420.0,1.0,58.8,-4.499620184481823,1.0,64.0
420.0,2.0,51.099999999999994,-5.637502067824649,0.0,123.0
421.0,0.0,50.0,-6.0,12.0,0.0
421.0,1.0,58.8,-4.6680412371134015,1.0,80.0
421.0,2.0,49.5,-5.423655913978495,0.0,107.0
422.0,0.0,50.0,-6.0,11.0,0.0
422.0,1.0,58.900000000000006,-5.068041237113402,2.0,97.0
422.0,2.0,47.900000000000006,-4.840914797227225,0.0,90.0
423.0,0.0,50.0,-6.0,12.0,0.0
423.0,1.0,58.8,-5.468041237113402,0.0,73.0
423.0,2.0,50.3,-4.265305041129664,1.0,114.0
424.0,0.0,50.0,-6.0,12.0,0.0
424.0,1.0,58.8,-5.868041237113402,1.0,60.0
424.0,2.0,51.5,-4.075222396501566,0.0,127.0
425.0,0.0,50.0,-6.0,12.0,0.0
425.0,1.0,58.8,-5.828037383177571,1.0,45.0
425.0,2.0,53.0,-4.251566482523072,0.0,142.0
426.0,0.0,50.0,-6.0,12.0,0.0
426.0,1.0,58.8,-5.42803738317757,1.0,37.0
426.0,2.0,53.8,-4.651566482523071,0.0,150.0
427.0,0.0,50.0,-6.0,12.0,0.0
427.0,1.0,58.8,-5.028037383177571,1.0,30.0
427.0,2.0,54.5,-5.23430759927434,0.0,157.0
428.0,0.0,50.0,-6.0,11.0,0.0
428.0,1.0,58.900000000000006,-4.896122489560549,2.0,61.0
428.0,2.0,51.5,-5.809917355371901,0.0,126.0
429.0,0.0,50.0,-6.0,12.0,0.0
429.0,1.0,58.8,-4.896122489560549,1.0,86.0
429.0,2.0,48.900000000000006,-5.8220264317180614,0.0,101.0
430.0,0.0,50.0,-6.0,12.0,0.0
430.0,1.0,58.8,-5.068085106382979,1.0,102.0
430.0,2.0,47.3,-5.23923073279333,0.0,85.0
431.0,0.0,50.0,-6.0,13.0,0.0
431.0,1.0,58.7,-5.468085106382978,0.0,121.0
431.0,2.0,45.3,-4.176979077164191,0.0,66.0
432.0,0.0,50.0,-6.0,13.0,0.0
432.0,1.0,58.7,-5.868085106382979,0.0,94.0
432.0,2.0,48.0,-3.127922473390606,0.0,93.0
433.0,0.0,50.0,-6.0,11.0,0.0
433.0,1.0,58.900000000000006,-6.0,1.0,78.0
433.0,2.0,49.900000000000006,-2.5446712418635125,1.0,109.0
434.0,0.0,50.0,-6.0,11.0,0.0
434.0,1.0,58.900000000000006,-6.0,1.0,59.0
434.0,2.0,51.8,-2.5385443917354094,1.0,128.0
435.0,0.0,50.0,-6.0,11.0,0.0
435.0,1.0,58.900000000000006,-6.0,1.0,55.0
435.0,2.0,52.2,-3.1213400906601407,1.0,132.0
436.0,0.0,50.0,-6.0,12.0,0.0
436.0,1.0,58.8,-5.824,1.0,43.0
436.0,2.0,53.2,-4.183591746289279,0.0,144.0
437.0,0.0,50.0,-6.0,12.0,0.0
437.0,1.0,58.8,-5.424,1.0,33.0
437.0,2.0,54.2,-5.232648350062865,0.0,154.0
438.0,0.0,50.0,-6.0,13.0,0.0
438.0,1.0,58.7,-5.024,0.0,29.0
438.0,2.0,54.5,-5.815899581589958,0.0,158.0
439.0,0.0,50.0,-6.0,12.0,0.0
439.0,1.0,58.8,-4.885904761904762,0.0,55.0
439.0,2.0,52.099999999999994,-6.0,1.0,132.0
440.0,0.0,50.0,-6.0,12.0,0.0
440.0,1.0,58.8,-4.885904761904762,0.0,81.0
440.0,2.0,49.5,-5.821666666666667,1.0,106.0
441.0,0.0,50.0,-6.0,12.0,0.0
441.0,1.0,58.8,-5.061904761904762,0.0,109.0
441.0,2.0,46.7,-4.996935483870968,1.0,78.0
442.0,0.0,50.0,-6.0,12.0,0.0
442.0,1.0,58.8,-5.461904761904762,0.0,88.0
442.0,2.0,48.8,-4.155594701748063,1.0,99.0
443.0,0.0,50.0,-6.0,11.0,0.0
443.0,1.0,58.900000000000006,-5.861904761904762,1.0,67.0
443.0,2.0,51.0,-3.7555947017480635,1.0,120.0
444.0,0.0,50.0,-6.0,12.0,0.0
444.0,1.0,58.8,-6.0,1.0,51.0
444.0,2.0,52.400000000000006,-3.567267853499035,0.0,136.0
445.0,0.0,50.0,-6.0,12.0,0.0
445.0,1.0,58.8,-5.812244897959184,1.0,45.0
445.0,2.0,53.0,-3.7456011868323684,0.0,142.0
446.0,0.0,50.0,-6.0,11.0,0.0
446.0,1.0,58.900000000000006,-5.412244897959184,2.0,34.0
446.0,2.0,54.2,-4.570332369628067,0.0,153.0
447.0,0.0,50.0,-6.0,12.0,0.0
447.0,1.0,58.8,-5.012244897959183,1.0,23.0
447.0,2.0,55.2,-5.411673151750973,0.0,164.0
448.0,0.0,50.0,-6.0,12.0,0.0
448.0,1.0,58.8,-4.901900070372976,1.0,62.0
448.0,2.0,51.3,-5.8116731517509725,0.0,125.0
449.0,0.0,50.0,-6.0,12.0,0.0
449.0,1.0,58.8,-4.901900070372976,1.0,87.0
449.0,2.0,48.8,-5.822222222222222,0.0,100.0
450.0,0.0,50.0,-6.0,12.0,0.0
450.0,1.0,58.8,-5.089655172413793,1.0,111.0
450.0,2.0,46.400000000000006,-4.99040404040404,0.0,76.0
451.0,0.0,50.0,-6.0,12.0,0.0
451.0,1.0,58.8,-5.4896551724137925,1.0,88.0
451.0,2.0,48.7,-4.156118326118326,0.0,99.0
452.0,0.0,50.0,-6.0,12.0,0.0
452.0,1.0,58.8,-5.889655172413793,1.0,75.0
452.0,2.0,50.0,-3.756118326118326,0.0,112.0
453.0,0.0,50.0,-6.0,12.0,0.0
453.0,1.0,58.8,-6.0,1.0,55.0
453.0,2.0,52.0,-3.572511768741277,0.0,132.0
454.0,0.0,50.0,-6.0,11.0,0.0
454.0,1.0,58.900000000000006,-5.8174757281553395,1.0,46.0
454.0,2.0,53.10000000000001,-3.750289546519055,1.0,141.0
455.0,0.0,50.0,-6.0,12.0,0.0
455.0,1.0,58.8,-5.41747572815534,0.0,39.0
455.0,2.0,53.7,-4.5821077283372365,1.0,148.0
456.0,0.0,50.0,-6.0,12.0,0.0
456.0,1.0,58.8,-5.01747572815534,0.0,28.0
456.0,2.0,54.8,-5.416393442622951,1.0,159.0
457.0,0.0,50.0,-6.0,12.0,0.0
457.0,1.0,58.8,-4.884142394822006,0.0,56.0
457.0,2.0,52.0,-5.816393442622951,1.0,131.0
458.0,0.0,50.0,-6.0,11.0,0.0
458.0,1.0,58.900000000000006,-4.884142394822006,2.0,82.0
458.0,2.0,49.400000000000006,-5.822784810126582,0.0,105.0
459.0,0.0,50.0,-6.0,11.0,0.0
459.0,1.0,58.900000000000006,-5.066666666666666,2.0,101.0
459.0,2.0,47.5,-5.242680098084697,0.0,86.0
460.0,0.0,50.0,-6.0,12.0,0.0
460.0,1.0,58.8,-5.466666666666667,1.0,114.0
460.0,2.0,46.1,-4.167208399971489,0.0,73.0
461.0,0.0,50.0,-6.0,12.0,0.0
461.0,1.0,58.8,-5.866666666666666,1.0,95.0
461.0,2.0,48.0,-3.101753854516944,0.0,92.0
462.0,0.0,50.0,-6.0,12.0,0.0
462.0,1.0,58.8,-6.0,1.0,78.0
462.0,2.0,49.7,-2.5186692774025166,0.0,109.0
463.0,0.0,50.0,-6.0,12.0,0.0
463.0,1.0,58.8,-6.0,1.0,61.0
463.0,2.0,51.400000000000006,-2.5103525523823174,0.0,126.0
464.0,0.0,50.0,-6.0,12.0,0.0
464.0,1.0,58.8,-5.825454545454545,1.0,47.0
464.0,2.0,52.8,-3.0904572644242023,0.0,140.0
465.0,0.0,50.0,-6.0,12.0,0.0
465.0,1.0,58.8,-5.425454545454545,1.0,40.0
465.0,2.0,53.5,-4.16592896253741,0.0,147.0
466.0,0.0,50.0,-6.0,12.0,0.0
466.0,1.0,58.8,-5.025454545454545,1.0,31.0
466.0,2.0,54.400000000000006,-5.231383507991955,0.0,156.0
467.0,0.0,50.0,-6.0,12.0,0.0
467.0,1.0,58.8,-4.874866310160427,1.0,52.0
467.0,2.0,52.3,-5.814468085106383,0.0,135.0
468.0,0.0,50.0,-6.0,12.0,0.0
468.0,1.0,58.8,-4.874866310160428,1.0,77.0
468.0,2.0,49.8,-5.820408163265306,0.0,110.0
469.0,0.0,50.0,-6.0,12.0,0.0
469.0,1.0,58.8,-5.049411764705882,1.0,100.0
469.0,2.0,47.5,-5.243758417072412,0.0,87.0
470.0,0.0,50.0,-6.0,11.0,0.0
470.0,1.0,58.900000000000006,-5.449411764705882,1.0,118.0
470.0,2.0,45.900000000000006,-4.176242493505534,1.0,69.0
471.0,0.0,50.0,-6.0,11.0,0.0
471.0,1.0,58.900000000000006,-5.8494117647058825,1.0,90.0
471.0,2.0,48.7,-3.359575826838867,1.0,97.0
472.0,0.0,50.0,-6.0,12.0,0.0
472.0,1.0,58.8,-6.0,0.0,62.0
472.0,2.0,51.400000000000006,-3.1845758268388673,1.0,125.0
473.0,0.0,50.0,-6.0,11.0,0.0
473.0,1.0,58.900000000000006,-5.83177570093458,1.0,44.0
473.0,2.0,53.3,-3.3641676635735607,1.0,143.0
474.0,0.0,50.0,-6.0,11.0,0.0
474.0,1.0,58.900000000000006,-5.43177570093458,1.0,34.0
474.0,2.0,54.3,-3.940817409766454,1.0,153.0
475.0,0.0,50.0,-6.0,11.0,0.0
475.0,1.0,58.900000000000006,-5.031775700934579,1.0,30.0
475.0,2.0,54.7,-5.008333333333333,1.0,157.0
476.0,0.0,50.0,-6.0,10.0,0.0
476.0,1.0,59.0,-4.63177570093458,2.0,25.0
476.0,2.0,55.3,-5.825,1.0,162.0
477.0,0.0,50.0,-6.0,12.0,0.0
477.0,1.0,58.8,-4.513094382253262,0.0,64.0
477.0,2.0,51.2,-5.8271777003484315,1.0,123.0
478.0,0.0,50.0,-6.0,12.0,0.0
478.0,1.0,58.8,-4.681318681318682,0.0,93.0
478.0,2.0,48.3,-5.427177700348432,1.0,94.0
479.0,0.0,50.0,-6.0,12.0,0.0
479.0,1.0,58.8,-5.081318681318682,0.0,115.0
479.0,2.0,46.1,-4.592653890824622,1.0,72.0
480.0,0.0,50.0,-6.0,12.0,0.0
480.0,1.0,58.8,-5.481318681318681,0.0,90.0
480.0,2.0,48.6,-3.765753306029301,1.0,97.0
481.0,0.0,50.0,-6.0,11.0,0.0
481.0,1.0,58.900000000000006,-5.881318681318682,1.0,69.0
481.0,2.0,50.8,-3.3657533060293003,1.0,118.0
482.0,0.0,50.0,-6.0,11.0,0.0
482.0,1.0,58.900000000000006,-6.0,1.0,57.0
482.0,2.0,52.0,-3.3481756056808694,1.0,130.0
483.0,0.0,50.0,-6.0,12.0,0.0
483.0,1.0,58.8,-5.820952380952381,1.0,46.0
483.0,2.0,52.900000000000006,-3.7481756056808693,0.0,141.0
484.0,0.0,50.0,-6.0,9.0,0.0
484.0,1.0,59.1,-5.4209523809523805,2.0,37.0
484.0,2.0,54.300000000000004,-4.582699415204678,2.0,150.0
485.0,0.0,50.0,-6.0,10.0,0.0
485.0,1.0,59.0,-5.020952380952381,1.0,29.0
485.0,2.0,55.0,-5.4096,2.0,158.0
486.0,0.0,50.0,-6.0,10.0,0.0
486.0,1.0,59.0,-4.889084249084249,1.0,60.0
486.0,2.0,51.9,-5.8096000000000005,2.0,127.0
487.0,0.0,50.0,-6.0,9.0,0.0
487.0,1.0,59.1,-4.889084249084249,1.0,87.0
487.0,2.0,49.400000000000006,-5.822413793103449,3.0,100.0
488.0,0.0,50.0,-6.0,9.0,0.0
488.0,1.0,59.1,-5.068131868131868,1.0,109.0
488.0,2.0,47.2,-4.982196401799101,3.0,78.0
489.0,0.0,50.0,-6.0,9.0,0.0
489.0,1.0,59.1,-5.468131868131868,1.0,92.0
489.0,2.0,48.900000000000006,-4.129682435318654,3.0,95.0
490.0,0.0,50.0,-6.0,9.0,0.0
490.0,1.0,59.1,-5.868131868131868,1.0,80.0
490.0,2.0,50.1,-3.7296824353186535,3.0,107.0
491.0,0.0,50.0,-6.0,10.0,0.0
491.0,1.0,59.0,-6.0,1.0,66.0
491.0,2.0,51.3,-3.3296824353186536,2.0,121.0
492.0,0.0,50.0,-6.0,10.0,0.0
492.0,1.0,59.0,-6.0,1.0,51.0
492.0,2.0,52.8,-3.3187628950887684,2.0,136.0
493.0,0.0,50.0,-6.0,11.0,0.0
493.0,1.0,58.900000000000006,-5.828571428571428,0.0,39.0
493.0,2.0,53.900000000000006,-4.158980286393116,2.0,148.0
494.0,0.0,50.0,-6.0,10.0,0.0
494.0,1.0,59.0,-5.428571428571429,1.0,39.0
494.0,2.0,54.0,-5.011494252873563,2.0,148.0
495.0,0.0,50.0,-6.0,11.0,0.0
495.0,1.0,58.900000000000006,-5.0285714285714285,1.0,31.0
495.0,2.0,54.60000000000001,-5.411494252873563,1.0,156.0
496.0,0.0,50.0,-6.0,10.0,0.0
496.0,1.0,59.0,-4.90894526034713,2.0,73.0
496.0,2.0,50.5,-5.642376605814739,1.0,114.0
497.0,0.0,50.0,-6.0,10.0,0.0
497.0,1.0,59.0,-4.90894526034713,3.0,92.0
497.0,2.0,48.5,-5.430882352941177,0.0,95.0
498.0,0.0,50.0,-6.0,10.0,0.0
498.0,1.0,59.0,-5.080373831775701,3.0,103.0
498.0,2.0,47.4,-4.561608609924417,0.0,84.0
499.0,0.0,50.0,-6.0,10.0,0.0
499.0,1.0,59.0,-5.480373831775701,3.0,80.0
499.0,2.0,49.7,-3.721818034008186,0.0,107.0
500.0,0.0,50.0,-6.0,11.0,0.0
500.0,1.0,58.900000000000006,-5.880373831775701,2.0,66.0
500.0,2.0,51.0,-3.3218180340081864,0.0,121.0
501.0,0.0,50.0,-6.0,10.0,0.0
501.0,1.0,59.0,-6.0,3.0,51.0
501.0,2.0,52.6,-3.3026088328179823,0.0,136.0
502.0,0.0,50.0,-6.0,11.0,0.0
502.0,1.0,58.900000000000006,-5.825,2.0,40.0
502.0,2.0,53.60000000000001,-3.7026088328179823,0.0,147.0
